Date,Open,High,Low,Close,Adj Close,Volume
06-04-2001,1151.439941,1151.439941,1119.290039,1128.430054,1128.430054,1266800000
09-04-2001,1128.430054,1146.130005,1126.380005,1137.589966,1137.589966,1062800000
10-04-2001,1137.589966,1173.920044,1137.589966,1168.380005,1168.380005,1349600000
11-04-2001,1168.380005,1182.23999,1160.26001,1165.890015,1165.890015,1290300000
12-04-2001,1165.890015,1183.51001,1157.72998,1183.5,1183.5,1102000000
16-04-2001,1183.5,1184.640015,1167.380005,1179.680054,1179.680054,913900000
17-04-2001,1179.680054,1192.25,1168.900024,1191.810059,1191.810059,1109600000
18-04-2001,1191.810059,1248.420044,1191.810059,1238.160034,1238.160034,1918900000
19-04-2001,1238.160034,1253.709961,1233.390015,1253.689941,1253.689941,1486800000
20-04-2001,1253.699951,1253.699951,1234.410034,1242.97998,1242.97998,1338700000
23-04-2001,1242.97998,1242.97998,1217.469971,1224.359985,1224.359985,1012600000
24-04-2001,1224.359985,1233.540039,1208.890015,1209.469971,1209.469971,1216500000
25-04-2001,1209.469971,1232.359985,1207.380005,1228.75,1228.75,1203600000
26-04-2001,1228.75,1248.300049,1228.75,1234.52002,1234.52002,1345200000
27-04-2001,1234.52002,1253.069946,1234.52002,1253.050049,1253.050049,1091300000
30-04-2001,1253.050049,1269.300049,1243.98999,1249.459961,1249.459961,1266800000
01-05-2001,1249.459961,1266.469971,1243.550049,1266.439941,1266.439941,1181300000
02-05-2001,1266.439941,1272.930054,1257.699951,1267.430054,1267.430054,1342200000
03-05-2001,1267.430054,1267.430054,1239.880005,1248.579956,1248.579956,1137900000
04-05-2001,1248.579956,1267.51001,1232,1266.609985,1266.609985,1082100000
07-05-2001,1266.609985,1270,1259.189941,1263.51001,1263.51001,949000000
08-05-2001,1266.709961,1267.01001,1253,1261.199951,1261.199951,1006300000
09-05-2001,1261.199951,1261.650024,1247.829956,1255.540039,1255.540039,1132400000
10-05-2001,1255.540039,1268.140015,1254.560059,1255.180054,1255.180054,1056700000
11-05-2001,1255.180054,1259.839966,1240.790039,1245.670044,1245.670044,906200000
14-05-2001,1245.670044,1249.680054,1241.02002,1248.920044,1248.920044,858200000
15-05-2001,1248.920044,1257.449951,1245.359985,1249.439941,1249.439941,1071800000
16-05-2001,1249.439941,1286.390015,1243.02002,1284.98999,1284.98999,1405300000
17-05-2001,1284.98999,1296.47998,1282.650024,1288.48999,1288.48999,1355600000
18-05-2001,1288.48999,1292.060059,1281.150024,1291.959961,1291.959961,1130800000
21-05-2001,1291.959961,1312.949951,1287.869995,1312.829956,1312.829956,1174900000
22-05-2001,1312.829956,1315.930054,1306.890015,1309.380005,1309.380005,1260400000
23-05-2001,1309.380005,1309.380005,1288.699951,1289.050049,1289.050049,1134800000
